code	name	field of ed
LMFUP3002B	Fit and apply final cover materials to furniture using basic techniques	030115
LMFUP3003A	Fit and apply final cover materials to furniture using decorative techniques	030115
LMFUP3003B	Fit and apply final cover materials to furniture using decorative techniques	030115
LMFUP3004A	Lay out patterns and cut leather	030199
LMFUP3004B	Lay out patterns and cut leather	030199
LMFUP3005A	Machine sew upholstery final cover materials (complex)	030115
LMFUP3005B	Machine sew upholstery final cover materials (complex)	030115
LMFUP3006A	Fit and apply leather to furniture	030115
LMFUP3006B	Fit and apply leather to furniture	030115
LMFUP3007A	Manufacture and fit loose covers	030115
LMFUP3007B	Manufacture and fit loose covers	030115
LMFUP3008A	Apply finishing techniques to upholstered furniture	030115
LMFUP3008B	Apply finishing techniques to upholstered furniture	030115
LMFUP3009A	Develop cutting plan and cut multiple layer upholstery fabric	030115
LMFUP3009B	Develop cutting plan and cut multiple layer upholstery fabric	030115
LMFUP3010A	Cut, sew and fit skirts to upholstered furniture	030115
LMFUP3010B	Cut, sew and fit skirts to upholstered furniture	030115
LMFUP3011A	Cut, sew and fit or fill cushions	030115
LMFUP3011B	Cut, sew and fit or fill cushions	030115
LMFUP3012A	Apply marine sewing and installation techniques	030115
LMFUP3012B	Apply marine sewing and installation techniques	030115
LMFUP3013A	Cut and sew canvas and acrylics	030115
LMFUP3013B	Cut and sew canvas and acrylics	030115
LMFUP3014A	Set up, operate and maintain CNC cutting machines	030717
LMFUP3014B	Set up, operate and maintain CNC cutting machines	030717
LMTCG2001A	Identify cotton characteristics	030105
LMTCG2002A	Gin Cotton	030105
LMTCG2003A	Control bale or mote press operations	030105
LMTCG3001A	Identify factors that impact on cotton quality	030105
LMTCG3002A	Perform advanced operational maintenance of cotton ginning machines and equipment	030717
LMTCG3003A	Assist in overhauling or repairing cotton ginning fluid power equipment	030717
LMTCL1001A	Produce a simple garment	030107
LMTCL1001B	Produce a simple garment	030107
LMTCL2001A	Use a sewing machine	030717
LMTCL2001B	Use a sewing machine	030717
LMTCL2002A	Provide hand sewing and finishing support	030107
LMTCL2002B	Provide hand sewing and finishing support	030107
LMTCL2003A	Identify fibres and fabrics	030107
LMTCL2003B	Identify fibres and fabrics	030107
LMTCL2004A	Sew components	030107
LMTCL2004B	Sew components	030107
LMTCL2005A	Use specialised machinery or processes to assist assembly production	030107
LMTCL2005B	Use specialised machinery or processes to assist assembly production	030107
LMTCL2006A	Press work	030107
LMTCL2006B	Press work	030107
LMTCL2007A	Lay up, mark and cut uncomplicated fabrics and lays	030107
LMTCL2007B	Lay up, mark and cut uncomplicated fabrics and lays	030107
LMTCL2008A	Finish garment production	030107
LMTCL2008B	Finish garment production	030107
LMTCL2009A	Despatch work	089901
LMTCL2009B	Despatch work	089901
LMTCL2010A	Modify patterns to create basic styles	030107
LMTCL2010B	Modify patterns to create basic styles	030107
LMTCL2011A	Draw and interpret a basic sketch	030107
LMTCL2011B	Draw and interpret a basic sketch	030107
LMTCL2012A	Organise and plan own work in a home-based production environment	080315
LMTCL2012B	Organise and plan own work in a home-based production environment	080315
LMTCL2013A	Block and shape headwear by machine	030107
LMTCL2013B	Block and shape headwear by machine	030107
LMTCL2014A	Pack, store, handle and despatch headwear	089901
LMTCL2014B	Pack, store, handle and despatch headwear	089901
LMTCL2015A	Finish headwear	030107
LMTCL2015B	Finish headwear	030107
LMTCL2016A	Trim headwear	030107
LMTCL2016B	Trim headwear	030107
LMTCL2017A	Access and use information resources for clothing production operations	030107
LMTCL2017B	Access and use information resources for clothing production operations	030107
LMTCL2018A	Perform basic maintenance of headwear	030107
LMTCL2018B	Perform basic maintenance of headwear	030107
LMTCL3001A	Identify fabric performance and handling requirements	030107
LMTCL3001B	Identify fabric performance and handling requirements	030107
LMTCL3002A	Prepare and produce sewn garment	030107
LMTCL3002B	Prepare and produce sewn garment	030107
LMTCL3003A	Perform garment repairs and alterations	030107
LMTCL3003B	Perform garment repairs and alterations	030107
LMTCL3004A	Press whole garments	030107
LMTCL3004B	Press whole garments	030107
LMTCL3005A	Lay up and cut complicated fabrics and lays	030107
LMTCL3005B	Lay up and cut complicated fabrics and lays	030107
LMTCL3006A	Assemble bra or swimwear	030107
LMTCL3006B	Assemble bra or swimwear	030107
LMTCL3007A	Embellish garment by hand or machine	030107
LMTCL3007B	Embellish garment by hand or machine	030107
LMTCL3008A	Set and produce digital embroidery	030107
LMTCL3008B	Set and produce digital embroidery	030107
LMTCL3009A	Develop patterns from a block using basic patternmaking principles	030107
LMTCL3009B	Develop patterns from a block using basic patternmaking principles	030107
LMTCL3010A	Sew woven and stretch knit garments	030107
LMTCL3010B	Sew woven and stretch knit garments	030107
LMTCL3011A	Contribute to garment production process improvements	030107
LMTCL3011B	Contribute to garment production process improvements	030107
LMTCL3012A	Make marker for complicated fabrics and lays	030107
LMTCL3012B	Make marker for complicated fabrics and lays	030107
LMTCL3013A	Interpret patterns and apply pattern information	030107
LMTCL3013B	Interpret patterns and apply pattern information	030107
LMTCL3014A	Interact and communicate with garment production personnel	030107
LMTCL3014B	Interact and communicate with garment production personnel	030107
LMTCL4001A	Perform sample machining of bespoke garments	030107
LMTCL4002A	Assemble and fit commercially tailored or bespoke garments	030107
LMTCL4003A	Measure, lay-up and cut custom-made garments	030107
LMTCL4004A	Determine and perform garment maintenance or repair	030107
LMTDC2001A	Provide customer service in a dry cleaning or laundry enterprise	039909
LMTDC2002A	Conduct safe handling of perchloroethylene & other dry cleaning chemicals and solvents	039909
LMTDC2003A	Perform pre- and post-spotting	039909
LMTDC2004A	Operate dry cleaning machines	039909
LMTDC2005A	Operate wet cleaning machines	039909
LMTDC2006A	Operate finishing equipment	039909
LMTDC2007A	Receive and sort articles for cleaning	039909
LMTDC2008A	Carry out final inspection of articles	039909
LMTDC2009A	Prepare articles for storage or despatch	089901
LMTDC2010A	Identify fabric and garment cleaning requirements	039909
LMTDC2011A	Identify pre- and post-spotting requirements	039909
LMTDC2012A	Conduct safe handling of dry cleaning chemicals and solvents	039909
LMTDC3001A	Perform advanced spotting	039909
LMTDC3002A	Dry clean garments with special treatment requirements	039909
LMTDC3003A	Perform spotting function in dry cleaning operations	039909
LMTDE3001A	Apply hooping and fabric handling techniques	030107
LMTDE3002A	Digitise artwork for computerised embroideries	100503
LMTDE3003A	Apply advanced digitising techniques to produce computerised embroideries	100503
LMTDE3004A	Generate artwork for computerised embroideries	100503
LMTDE3005A	Replicate traditional hand craft techniques	100503
LMTDE3006A	Digitise text to produce embroidered lettering	100503
LMTDE3007A	Demonstrate features of digitised embroidery machines	100503
LMTDE3008A	Produce embroidery from digitised images	100503
LMTDE3009A	Maintain computerised embroidery machines	100503
LMTEMCG01A	Welding and thermal cutting	030711
LMTEMCG02A	Perform in season daily operational maintenance of machinery	030717
LMTEMCG03A	Overhaul or repair mechanical equipment	030717
LMTEMCG04A	Install machines or equipment	030717
LMTEMCG05A	Commission machines or equipment	030717
LMTEMCG06A	Overhaul or repair fluid power equipment	030717
LMTEMEW01AA	Perform wool grease recovery and monitor waste disposal - 1	030717
LMTEMEW01BA	Perform wool grease recovery and monitor waste disposal - 2	030717
LMTEMEW02A	Perform machine setting and operational maintenance	030717
LMTEMFT01A	Fabricate or machine tooling	030713
LMTEMGN01A	Install and commission process and machine control programs	030717
LMTEMGN02A	Participate in machine/product related research and development	030717
LMTEMGN03A	Develop preventative maintenance schedules	030717
LMTEMGN04A	Implement condition monitoring processes	030101
LMTEMGN05A	Evaluate equipment and systems	030101
LMTEMGN06A	Design equipment and system modifications	030101
LMTEMGN07A	Manage installation and commissioning of equipment and systems	080301
LMTEMGN08A	Perform minor maintenance	030717
LMTEMGN10A	Perform maintenance procedures	030717
LMTEMGN11A	Analyse product and determine machine settings	030717
LMTEMGN12A	Set up/modify tcf machine for product change	030717
LMTEMHL01A	Monitor and operate trade waste	039901
LMTEMHL02A	Monitor and coordinate trade waste treatment process	039901
LMTEMLA01A	Program and monitor commercial laundry machine control systems	030717
LMTEMTX01A	Monitor, adjust and maintain machines	030717
LMTEW2001A	Blend and open greasy wool	050103
LMTEW2002A	Press and dump wool	050103
LMTEW2004A	Perform wool combing	050103
LMTEW2005A	Perform wool preparation using gilling machines	030105
LMTEW2006A	Perform wool finishing	030105
LMTEW2007A	Perform wool pressing operations	030105
LMTEW2008A	Perform wool backwash process	030105
LMTEW2009A	Perform wool scouring	030105
LMTEW2010A	Perform wool carbonising	030105
LMTEW2011A	Perform wool superwash	030105
LMTEW2012A	Perform tests to check wool quality	080317
LMTEW2013A	Perform wool grease recovery and monitor waste disposal	030717
LMTEW2014A	Perform machine setting and operational maintenance	030717
LMTEW2015A	Perform wool store operations	089901
LMTFD2001A	Design and produce a simple garment	030107
LMTFD2001B	Design and produce a simple garment	030107
LMTFD2002A	Apply printing techniques to produce Indigenous textile designs	030105
LMTFD2002B	Apply printing techniques to produce indigenous textile designs	030105
LMTFD2003A	Apply dyeing techniques to produce Indigenous textile designs	030105
LMTFD2003B	Apply dyeing techniques to produce indigenous textile designs	030105
LMTFD2004A	Work within an Indigenous cultural framework	030105
LMTFD2004B	Work within an indigenous cultural framework	030105
LMTFD2005A	Identify design process for fashion designs	030105
LMTFD2005B	Identify design process for fashion designs	030105
LMTFD3001A	Market design product to local outlets	080505
LMTFD3001B	Market design product to local outlets	080505
LMTFD3002A	Design and produce Indigenous printed textiles to a brief	030105
LMTFD3002B	Design and produce indigenous printed textiles to a brief	030105
LMTFD3003A	Prepare design concept for a simple garment	100505
LMTFD3003B	Prepare design concept for a simple garment	100505
LMTFD3004A	Draw a trade drawing for fashion design	100505
LMTFD3004B	Draw a trade drawing for fashion design	100505
LMTFD4001A	Apply design studio process	100505
LMTFD4001B	Apply design studio process	100505
LMTFD4002A	Apply principles of colour theory to fashion design development	100505
LMTFD4002B	Apply principles of colour theory to fashion design development	100505
LMTFD4003A	Assist in preparation of preliminary design concepts	100505
LMTFD4003B	Assist in preparation of preliminary design concepts	100505
LMTFD4004A	Calculate cost estimates for fashion products	100505
LMTFD4004B	Calculate cost estimates for fashion products	100505
LMTFD4005A	Communicate and sell design concepts	080501
LMTFD4005B	Communicate and sell design concepts	080501
LMTFD4006A	Interact and network with fashion industry participants	120505
LMTFD4006B	Interact and network with fashion industry participants	120505
LMTFD4007A	Conduct quality assurance for patterns and garments	080317
LMTFD4007B	Conduct quality assurance for patterns and garments	080317
LMTFD4008A	Construct stock size block for garment to meet size and fit specifications	030107
LMTFD4008B	Construct stock size block for garment to meet size and fit specifications	030107
LMTFD4009A	Create and edit digital embroidery designs	030107
LMTFD4009B	Create and edit digital embroidery designs	030107
LMTFD4010A	Create pattern to meet design specifications applying advanced patternmaking principles	030107
LMTFD4010B	Create pattern to meet design specifications applying advanced pattern-making principles	030107
LMTFD4011A	Cut fabrics for prototype designs	030107
LMTFD4011B	Cut fabrics for prototype designs	030107
LMTFD4012A	Develop product specifications for fashion design	100505
LMTFD4012B	Develop product specifications for fashion design	100505
LMTFD4013A	Grade 2D patterns	100505
LMTFD4013B	Grade 2D patterns	100505
LMTFD4014A	Identify influences on contemporary fashion designs and construction techniques	100505
LMTFD4014B	Identify influences on contemporary fashion designs and construction techniques	100505
LMTFD4015A	Create pattern from block to meet customer specifications	100505
LMTFD4015B	Create pattern from block to meet customer specifications	100505
LMTFD4016A	Sew design prototypes	100505
LMTFD4016B	Sew design prototypes	100505
LMTFD4017A	Source materials and resources for production of fashion designs	100505
LMTFD4017B	Source materials and resources for production of fashion designs	100505
LMTFD4018A	Use and apply sizing systems appropriate for fashion design	100505
LMTFD4018B	Use and apply sizing systems appropriate for fashion design	100505
LMTFD4019A	Use colourisation techniques on fabrics	030105
LMTFD4019B	Use colourisation techniques on fabrics	030105
LMTFD4020A	Use electronic fashion design tools	100505
LMTFD4020B	Use electronic fashion design tools	100505
LMTFD4021A	Drape fabrics to make patterns	100505
LMTFD4021B	Drape fabrics to make patterns	100505
LMTFD5001A	Design bras and swimwear	100505
LMTFD5001B	Design bras and swimwear	100505
LMTFD5002A	Develop and test patterns for bras and swimwear	100505
LMTFD5002B	Develop and test patterns for bras and swimwear	100505
LMTFD5003A	Analyse fit model	100505
LMTFD5003B	Analyse fit model	100505
LMTFD5004A	Develop marketing plans for fashion products	100505
LMTFD5004B	Develop marketing plans for fashion products	100505
LMTFD5005A	Manipulate fabrics to create new finishes	100505
LMTFD5005B	Manipulate fabrics to create new finishes	100505
LMTFD5006A	Evaluate fashion designs against set criteria	100505
LMTFD5006B	Evaluate fashion designs against set criteria	100505
LMTFD5007A	Analyse influences on contemporary fashion designs	100505
LMTFD5007B	Analyse influences on contemporary fashion designs	100505
LMTFD5008A	Conduct fashion design purchasing	100505
LMTFD5008B	Conduct fashion design purchasing	100505
LMTFD5009A	Cost design production	100505
LMTFD5009B	Cost design production	100505
LMTFD5010A	Develop and present design concepts within specific guidelines	100505
LMTFD5010B	Develop and present design concepts within specific guidelines	100505
LMTFD5011A	Produce fashion illustrations	100505
LMTFD5011B	Produce fashion illustrations	100505
LMTFD5012A	Perform contour draping	100505
LMTFD5012B	Perform contour draping	100505
LMTFD5013A	Develop merchandising plans for fashion products	100505
LMTFD5013B	Develop merchandising plans for fashion products	100505
LMTFD5014A	Construct complex blocks for fashion garments	100505
LMTFD5014B	Construct complex blocks for fashion garments	100505
LMTFD5015A	Develop patterns for complex fashion garments	100505
LMTFD5015B	Develop patterns for complex fashion garments	100505
LMTFD5016A	Grade shaped patterns	100505
LMTFD5016B	Grade shaped patterns	100505
LMTFD5017A	Apply design studio processes to meet client brief	100505
LMTFD5017B	Apply design studio processes to meet client brief	100505
LMTFD5018A	Determine and specify advanced construction processes	100505
LMTFD5018B	Determine and specify advanced construction processes	100505
LMTFD5019A	Analyse individual fit and make pattern alterations	100505
LMTFD5019B	Analyse individual fit and make pattern alterations	100505
LMTFD6001A	Evaluate commercial viability of designs	100505
LMTFD6001B	Evaluate commercial viability of designs	100505
LMTFD6002A	Manage product development of fashion designs	100505
LMTFD6002B	Manage product development of fashion designs	100505
LMTFD6003A	Manage fashion design process	100505
LMTFD6003B	Manage fashion design process	100505
LMTFD6004A	Manage advanced patternmaking processes	100505
LMTFD6004B	Manage advanced pattern making processes	100505
LMTFD6005A	Drape structured over-garments	100505
LMTFD6005B	Drape structured over-garments	100505
LMTFD6006A	Develop a fashion range	100505
LMTFD6006B	Develop a fashion range	100505
LMTFD6007A	Implement specialised patternmaking technologies	100505
LMTFD6007B	Implement specialised pattern-making technologies	100505
LMTFD6008A	Apply studio processes to create and produce designs for commercial production	100505
LMTFD6008B	Apply studio processes to create and produce designs for commercial production	100505
LMTFD6009A	Analyse fashion industry textiles to guide commercial development	100505
LMTFD6009B	Analyse fashion industry textiles to guide commercial development	100505
LMTFP1001A	Embellish footwear	030109
LMTFP1001B	Embellish footwear	030109
LMTFP2001A	Identify materials used in footwear production	030109
LMTFP2001B	Identify materials used in footwear production	030109
LMTFP2002A	Perform stuff cutting	030109
LMTFP2002B	Perform stuff cutting	030109
LMTFP2003A	Cut printed materials by machine	030109
LMTFP2003B	Cut printed materials by machine	030109
LMTFP2004A	Cut non-printed leather by machine	030109
LMTFP2004B	Cut non-printed leather by machine	030109
LMTFP2005A	Operate machine to sew upper	030109
LMTFP2005B	Operate machine to sew upper	030109
LMTFP2006A	Machine upper according to product requirements	030109
LMTFP2006B	Machine upper according to product requirements	030109
LMTFP2007A	Last shoe by machine	030109
LMTFP2007B	Last shoe by machine	030109
LMTFP2008A	Perform moulding operations	030109
LMTFP2008B	Perform moulding operations	030109
LMTFP2009A	Perform footwear finishing operations	030109
LMTFP2009B	Perform footwear finishing operations	030109
LMTFP2010A	Repair footwear product	030109
LMTFP2010B	Repair footwear product	030109
LMTFP2011A	Perform table-based operations	030109
LMTFP2011B	Perform table-based operations	030109
LMTFP3001A	Cut leather by hand	030109
LMTFP3001B	Cut leather by hand	030109
LMTFP3002A	Hand last shoe	030109
LMTFP3002B	Hand last shoe	030109
LMTFP3003A	Assemble shoe by hand	030109
LMTFP3003B	Assemble shoe by hand	030109
LMTFP3004A	Contribute to footwear production improvement processes	030109
LMTFP3004B	Contribute to footwear production improvement processes	030109
LMTFP3005A	Supervise footwear production operations	030109
LMTFP3005B	Supervise footwear production operations	030109
LMTFP3006A	Apply foot anatomy principles to footwear production	030109
LMTFP3006B	Apply foot anatomy principles to footwear production	030109
LMTFP4001A	Develop design for custom made footwear	030109
LMTFP4002A	Make patterns for custom-made footwear	030109
LMTFP4003A	Prepare, cut and sew custom-made shoe components	030109
LMTFP4004A	Assemble and finish custom-made shoe	030109
LMTFP4005A	Fit custom-made footwear	030109
LMTFR2001A	Assess and cost footwear repair job	030109
LMTFR2002A	Supply and fit new heel block	030109
LMTFR2003A	Attach non-slip sole or heel top piece	030109
LMTFR2004A	Replace half leather sole	030109
LMTFR2005A	Sew or patch by machine	030109
LMTFR3001A	Replace full sole and heel	030109
LMTFR3002A	Operate sole stitcher	030109
LMTFR3003A	Hand sew welt	030109
LMTFR3004A	Re-cover footwear	030109
LMTFR3005A	Dye footwear or leather product	030109
LMTFR3006A	Undertake specialised footwear repair techniques	030109
LMTFT10A	Prepare, cut and sew custom-made shoe/components	030109
LMTFT11A	Assemble and finish custom-made shoe	030109
LMTFT12A	Fit custom-made footwear	030109
LMTGN2001A	Follow defined OH&S policies and procedures	061301
LMTGN2001B	Follow defined OHS policies and procedures	061301
LMTGN2002A	Apply quality standards	080317
LMTGN2002B	Apply quality standards	080317
LMTGN2003A	Work in the Textiles, Clothing and Footwear industry	120505
LMTGN2003B	Work in the Textiles, Clothing and Footwear industry	120505
LMTGN2004A	Work in a team environment	120505
LMTGN2004B	Work in a team environment	120505
LMTGN2005A	Perform minor maintenance	030717
LMTGN2005B	Perform minor maintenance	030717
LMTGN2006A	Perform test or inspection to check product quality	080317
LMTGN2006B	Perform test or inspection to check product quality	080317
LMTGN2007A	Select, transfer and remove materials and products	030105
LMTGN2007B	Select, transfer and remove materials and products	030105
LMTGN2008A	Coordinate work of team or section	120505
LMTGN2008B	Coordinate work of team or section	120505
LMTGN2009A	Operate computing technology in a TCF workplace	030717
LMTGN2009B	Operate computing technology in a textiles, clothing and footwear workplace	030717
LMTGN2010A	Perform tasks to support production	030105
LMTGN2010B	Perform tasks to support production	030105
LMTGN2011A	Undertake carding operations	030105
LMTGN3001A	Control production in a section of a TCF enterprise	030105
LMTGN3001B	Control production in a section of a textiles, clothing and footwear enterprise	030105
LMTGN3002A	Organise and plan own work to achieve planned outcomes	030105
LMTGN3002B	Organise and plan own work to achieve planned outcomes	030105
LMTGN3003A	Estimate and cost job	030105
LMTGN3003B	Estimate and cost job	030105
LMTGN3004A	Grade leather	030105
LMTGN3005A	Plan tasks to assist production operations	030105
LMTGN3005B	Plan tasks to assist production operations	030105
LMTGN3006A	Take responsibility for visitors and new employees	080303
LMTGN3006B	Take responsibility for visitors and new employees	080303
LMTGN3007B	Monitor and operate trade waste	039901
LMTGN3008A	Draw 3D designs	100505
LMTGN3009B	Supervise operations in a textiles, clothing and footwear enterprise	030105
LMTGN4001A	Coordinate or set up machines for product change	030717
LMTGN4002A	Participate in product engineering	030199
LMTGN4003A	Install and commission process and machine control programs	030717
LMTGN4005A	Plan and implement production within a work area	030105
LMTGN4006A	Evaluate equipment and systems	030101
LMTGN4008A	Analyse product and determine machine settings	030717
LMTGN4009A	Set and modify machines for product change	030717
LMTGN4010A	Implement and monitor OHS in the workplace	061301
LMTGN4011A	Coordinate the quality system and procedures	080317
LMTGN4012A	Fabricate or machine tooling	030713
LMTGN4013A	Manage technical processes	080301
LMTGN4014A	Design production tooling	030701
LMTGN4016A	Contribute to the development of products or processes	030101
LMTGN4018A	Apply textile clothing and footwear market supply systems	030105
LMTGN4019A	Analyse textiles, clothing and footwear merchandising and marketing principles	080505
LMTGN5001A	Participate in production planning processes	030105
LMTGN5001B	Participate in production planning processes	030105
LMTGN5002A	Coordinate quality assurance for TCF products and services	080317
LMTGN5002B	Coordinate quality assurance for textiles clothing and footwear products and services	080317
LMTGN5003A	Work with international TCF supply chains	080311
LMTGN5003B	Work with international textiles, clothing and footwear supply chains	080311
LMTGN5004A	Manage installation and commissioning of equipment and systems	080301
LMTGN5005A	Provide global operations support	080505
LMTGN5007A	Prepare procedures and specifications for textiles, clothing and footwear operations	080301
LMTGN5008A	Identify opportunities in the textiles, clothing and footwear market	080301
LMTGN5010A	Plan and organise non-routine testing	080317
LMTGN5011A	Develop and test textile, clothing and footwear products or processes	080317
LMTGN6001A	Develop and implement a sales and marketing strategy	080505
LMTGN6001B	Develop and implement a sales or marketing plan	080505
LMTGN6002A	Manage quality system and procedures	080317
LMTGN6002B	Manage quality system and procedures	080317
LMTGN6003A	Research and evaluate processes and products	030101
LMTGN6003B	Research and evaluate processes and products	030101
LMTGN6004A	Negotiate and manage contracts to produce finished design products	080315
LMTGN6004B	Negotiate and manage contracts to produce finished design products	080315
LMTGN6005A	Manage production processes	080301
LMTGN6006A	Map and establish textiles, clothing or footwear supply chain process	089901
LMTHL2001A	Undertake receival, storage, handling and preservation of materials or products	089901
LMTHL2002A	Perform fellmongering processes	030199
LMTHL2003A	Operate machines to prepare hides or skins for tanning	030199
LMTHL2004A	Prepare chemicals to a formula	030199
LMTHL2006A	Use drum or vessel to prepare or tan hides or skins	030199
LMTHL2007A	Operate machines to crust hides, skins or leather	030199
LMTHL2008A	Use drum or vessel to crust hides, skins or leather	030199
LMTHL2009A	Perform drying operations	030199
LMTHL2010A	Finish hides, skins or leather	030199
LMTHL2011A	Trim hides, skins or leather	030199
LMTHL2012A	Sort, grade or class hides, skins or leather	030199
LMTHL3001A	Determine suitability of hide, skin and leather for leather goods	030199
LMTHL3002A	Determine tanning requirements for hide, skin and leather	030199
LMTHRGN01A	Perform one-on-one training on the job	070199
LMTHRGN02A	Work in a team environment	120505
LMTHRGN03A	Participate in staffing processes	080303
LMTHRGN04A	Implement employment practices	080303
LMTHRGN05A	Plan and conduct staff recruitment processes	080303
LMTHRGN06A	Establish and maintain recruitment and staffing practices	080303
LMTHRGN07A	Implement and manage employment practices	080303
LMTHRGN08A	Follow defined OH&S policies and procedures	061301
LMTHRGN09A	Implement and monitor OH&S in the workplace	061301
LMTHRGN10A	Establish, maintain and evaluate OH&S system in the workplace	061301
LMTLA2001A	Conduct safe handling of laundry chemicals	039909
LMTLA2002A	Operate washing machines	030717
LMTLA2003A	Control washing extractor operation	030717
LMTLA2004A	Perform linen rewash	030717
LMTLA2005A	Operate hydro extractor	030717
LMTLA2006A	Perform conditioning and drying processes	030717
LMTLA2007A	Finish products for despatch	030717
LMTLA2008A	Repair damaged laundry items	039909
LMTLA2009A	Inspect, fold and pack theatre linen	089901
LMTLA2010A	Prepare products for storage or despatch	089901
LMTLA2011A	Apply infection control policies and procedures in laundry operations	039999
LMTLA3001A	Perform advanced laundry operations	039999
LMTLA3002A	Determine linen rental requirements	089901
LMTLA4001A	Monitor compliance with industry standards and regulations	080301
LMTLA4002A	Program and monitor commercial laundry machine control systems	030717
LMTLG2000A	Skive leather pieces	030199
LMTLG2001A	Cut by machine	030199
LMTLG2002A	Sew leather by machine	030199
LMTLG2003A	Perform table work	030199
LMTLG2004A	Operate leather production machines	030199
LMTLG2005A	Split leather pieces	030199
LMTLG2006A	Identify materials used in leather goods production	030199
LMTLG3001A	Make a prototype	030107
LMTLG3002A	Cut leather by hand	030107
LMTLG3003A	Sew leather by hand	030107
LMTLG3004A	Apply finishes to leather products	030199
LMTLG3005A	Grade leather	030105
LMTLG3006A	Apply pattern specifications to saddlery products	030199
LMTLG3007A	Assemble saddle components	030199
LMTMF4001A	Select and adjust pre-fabricated footwear-related orthoses	061799
LMTMF4002A	Conduct medical grade footwear assessments for clients with footwear-related medical conditions	030109
LMTMF4003A	Modify medical grade footwear	030109
LMTMF4004A	Select and adjust pre-fabricated medical grade footwear and accessories	061799
LMTMF5001A	Select, produce and adjust casts for accommodative orthoses	030109
LMTMF5002A	Fit, trial and review medical grade footwear and orthoses (up to medium complexity and risk conditio	030109
LMTMF5003A	Produce accommodative orthoses	061799
LMTMF6001A	Conduct comprehensive medical grade footwear assessments for clients with footwear-related medical c	030109
LMTMF6002A	Design, evaluate and make patterns for medical grade custom-made footwear	030109
LMTMF6003A	Research and evaluate medical grade footwear conditions, processes and products	030101
LMTMF6004A	Produce negative and positive casts for lasts and corrective orthoses	061799
LMTMF6005A	Produce custom-made medical grade footwear	030109
LMTMF6006A	Fit, trial and review custom-made medical grade footwear and orthoses (high complexity and risk cond	030109
LMTMF6007A	Produce corrective orthoses	061799
LMTML1001A	Make a simple headpiece	030107
LMTML2001A	Identify materials used in millinery	030107
LMTML2002A	Make flat patterns for millinery	030107
LMTML2003A	Produce and attach millinery trims	030107
LMTML2004A	Produce felt for millinery	030107
LMTML2005A	Place and cut millinery patterns	030107
LMTML2006A	Use millinery steaming and pressing equipment	030107
LMTML2007A	Block and shape millinery by hand	030107
LMTML2008A	Assemble simple blocked millinery components	030107
LMTML2009A	Apply millinery sewing and adhesion techniques	030107
LMTML2010A	Make millinery with flat pattern components	030107
LMTML3001A	Make flat patterns from hat blocks	030107
LMTML3002A	Block and shape complex millinery	030107
LMTML3003A	Make millinery using patterns derived from hat block	030107
LMTML3004A	Identify performance and handling requirements of millinery materials	030107
LMTML3005A	Use skin, fur or leather in millinery products	030107
LMTML3006A	Assemble complex blocked millinery components	030107
LMTML4001A	Undertake specific millinery construction techniques	030107
LMTML4002A	Rejuvenate millinery	030107
LMTML4003A	Present and display millinery	080501
LMTML4004A	Manage millinery procurement and cost millinery products	089901
LMTML4005A	Undertake initial millinery consultation, subsequent fittings and finishing	030107
LMTML4006A	Sketch and prepare millinery fashion designs	100505
LMTML4007A	Make millinery patterns	030107
LMTML4008A	Undertake couture millinery	030107
LMTML4009A	Modify millinery blocks to make new shapes	030107
LMTML4010A	Make couture trims	030107
LMTMTGN01A	Prepare procedures and specifications	080303
LMTMTGN02A	Develop and implement policies and procedures	080301
LMTMTLA01A	Monitor compliance with industry standards and regulations	080301
LMTPDCL01A	Assist in preparation of preliminary design concepts	100505
LMTPDCL02A	Assist with development of design	100505
LMTPDCL03A	Select and/or modify patterns or blocks	030107
LMTPDCL04A	Respond to design brief	030107
LMTPDCL05A	Develop/present design concept/s within specified guidelines	030107
LMTPDCL06A	Construct block to make patterns	030107
LMTPDCL07A	Produce made-to-measure/custom-made/bespoke garments	030107
LMTPDCL08A	Manage design within specified guidelines	030107
LMTPDCL09A	Agree design brief	030107
LMTPDCL10A	Manage concept development	030107
LMTPDCL11A	Manage design process and/or product development	030107
LMTPDFT01A	Design tooling	030705
LMTPDFT02A	Assist with development of design	030109
LMTPDFT03A	Determine client footwear requirements	030109
LMTPDFT04A	Design and make patterns	030109
LMTPDFT05A	Select and/or make last	030109
LMTPDFT06A	Produce samples or custom-made shoes	030109
LMTPDFT07A	Implement design process within specified guidelines	030101
LMTPDFT08A	Develop/present design concept/s within specified guidelines	030101
LMTPDFT09A	Develop design brief	030101
LMTPDFT10A	Manage design process	030101
LMTPDGN01A	Estimate and cost job	030105
LMTPDHL01A	Organise and interpret tests	030199
LMTPDHL02A	Select and test raw materials	030199
LMTPDHL03A	Plan and organise non-routine testing	030101
LMTPDHL04A	Contribute to the development of products or processes	030101
LMTPDHL05A	Participate in development of design concepts	030101
LMTPDHL06A	Manage product development projects	080315
LMTPDHL07A	Research and evaluate processes and products	030101
LMTPDHL08A	Develop design concepts	030101
LMTPDHM01A	Undertake initial millinery consultation, subsequent fittings and finishing	030107
LMTPDHM02A	Sketch and prepare millinery fashion designs	100505
LMTPDHM03A	Make millinery patterns	030107
LMTPDHM04A	Undertake couture millinery	030107
LMTPDLG01A	Make prototype	100505
